,MOLECULES,OUTCOME
2880,CC(C)C1=C(O)C=CC(CC2=C(C)C=C(OCC(O)=O)C=C2C)=C1,0
2881,OCCOCN1C=C(CC2=CC=CC=C2)C(=O)NC1=O,0
2882,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,0
2883,O=C1C=C(OC2=C1C=CC1=C2C=CC=C1)C1=CC=CC=C1,0
2884,C[C@H]1CC2=C(C=CC=C2)N1NC(=O)C1=CC=C(Cl)C(=C1)S(N)(=O)=O,0
2885,OC(=O)CC1=CC=C(C=C1)C1=CC=CC=C1,0
2886,OC1=C(O)C=C(C=C1)C1=CC=CC=C1,0
2887,OC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(O)C=C1,0
2888,COC1=CC=C(C=C1)\N=C1\NC(N)=C(S1)C(=O)C1=CC=C(OC)C=C1,0
2889,[H][C@](CO)(NC(=O)C(Br)Br)[C@]([H])(O)C1=CC=C(C=C1)[N+]([O-])=O,0
2890,[H]N1C(=O)\C(C2=C1C=CC(Br)=C2)=C1/N([H])C2=CC=CC=C2C1=O,0
2891,O=C(NC1=CC=CC=C1)NC1=CC=CC=C1,0
2892,CC(C)NC[C@H](O)COC1=CC=CC2=C1C1=CC=CC=C1N2,0
2893,[H]N(CC1=C(F)C=CC=N1)C(=O)CN1C(C)=CN=C(N([H])CC(F)(F)C2=CC=CC=N2)C1=O,0
2894,COC1=CC=C(C=C1)S(=O)(=O)N(CC1=CC=CN=C1)[C@H](C(C)C)C(=O)NO,0
2895,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C,0
2896,[H]C(=O)[C@H](CCCC)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O,0
2897,O[C@@H]([C@@H](COC(=O)CCC(O)=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O,0
2898,CCC1=C(C(N)=NC(N)=N1)C1=CC=CC=C1,0
2899,CC1=NC2=C(C=CN=C2)N1C1=CC=C(CN2C(=O)SC3=CC=CC=C23)C=C1,0
2900,CCC1=C(O)C=C(O)C(=C1)C1=C(C(C)=NN1)C1=CC2=C(OCCO2)C=C1,0
2901,OC1=C(O)C2=CC=CC=C2C=C1,0
2902,COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC,0
2903,CCCCCCCCCCCC[N+](C)(C)CC([O-])=O,1
2904,CC1=CC=CC(C)=C1OCC(O)=O,0
2905,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C=C1,0
2906,CCCCCCCC1=C(O)C2=C(SC=N2)C(=O)C1=O,0
2907,[H][C@](N)(CC1=CC(Br)=C(O)C(Br)=C1)C(O)=O,0
2908,CCCCCCCCCCP(C)(C)=O,1
2909,OC(=O)CCCCCCCCC(O)=O,0
2910,CCCCCCCCCCOC=O,1
2911,OC1=CC=C2C(O)=CC=CC2=C1,0
2912,BrC1=CC(NC2=C3C=C(NC(=O)C=C)C=CC3=NC=N2)=CC=C1,0
2913,NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=S)NC1=C(F)C=CC=C1F,0
2914,CCN(CC)C1=CC(O)=C(\C=C(/C)C(O)=O)C=C1,0
2915,CC1=C(C)C(=O)C2=CC=CC=C2C1=O,0
2916,CN(C1=CC=NN1C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C)C=C1,0
2917,C[C@@H](CC1=CC=CC=C1)C(O)=O,0
2918,[H][C@@]12C[C@@H](O)[C@@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,0
2919,ClC1=CC=C(CO[C@H](CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,0
2920,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(O)C(O)=C4)[C@@]3([H])CC[C@]12C,0
2921,CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1,0
2922,OC(=O)C(=O)CC1=CC=C(O)C=C1,0
2923,[H][C@@]12CC[C@@]([H])(N1)[C@]([H])(C2)C1=CC=C(Cl)N=C1,0
2924,COC1=CC=C(C=C1)S(=O)(=O)N1C=C(CCC(O)=O)C2=CC(OC)=CC=C12,0
2925,CC(C)(C)C1=C(O)C=CC(O)=C1,0
2926,NC1=C(\N=N\C2=CC=C(O)C=C2)C(N)=NN1,0
2927,CC(C)[C@H](NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(=O)CF,0
2928,OC(=O)CC[C@H](NC(=O)N[C@@H](CSCC1=CC=C(F)C=C1)C(O)=O)C(O)=O,0
2929,OC(=O)C1=C(C=CC=C1)C1C2=CC=C(O)C=C2OC2=CC(O)=CC=C12,0
2930,COC1=CC(\C=C\C(O)=O)=CC=C1O,0
2931,[H][C@@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,0
2932,O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,0
2933,C[C@]1(OC(=O)N(NC2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,0
2934,CC(C)=CCC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O,0
2935,OC1=CC2=C(C=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1,0
2936,OC(=O)C1=CNC(=N1)C1=CC=CC=C1,0
2937,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,0
2938,[H][C@@]12CC[C@]3(O)C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@@]3(C)[C@@H](O)C=C[C@@]21OC3=O,0
2939,[H][C@@]12C[C@]3(CC1=C)[C@@H](C(O)=O)[C@]1([H])[C@@]4(C)[C@@H](O)CC[C@@]1(OC4=O)[C@]3([H])CC2,0
2940,C[C@@H](OC1=CC=C(OC2=C(Cl)C=C(C=N2)C(F)(F)F)C=C1)C(O)=O,0
2941,CCCCCCCCCCCC(O)(P(O)(O)=O)P(O)(O)=O,0
2942,CC[C@@H]1N(C(=O)OC(C)C)C2=C(NC1=O)C=CC(F)=C2,0
2943,[H][C@@]1(CSC)N(C(=O)OC(C)C)C2=C(NC1=S)C=CC(OC)=C2,0
2944,[H][C@@]12CC[C@H](OC(=O)CCC(O)=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],0
2945,[H]\C1=C([H])\C(=O)[C@@H](O)[C@@H](O)C[C@H]2O[C@@H]2C2=C(C(O)=CC(OC)=C2)C(=O)O[C@@H](C)C1,0
2946,CCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1,0
2947,COC1=CC2=C(C=C1)C1=C(N2)C(C)=NC=C1,0
2948,[H][C@](CC)(C1=CC=C(O)C=C1)[C@]([H])(CC)C1=CC=C(O)C=C1,0
2949,[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1,0
2950,CNC(=O)C1=CC=C(C)C(=C1)N1C(C)=CC(OCC2=C(F)C=C(F)C=C2)=C(Br)C1=O,0
2951,OCC(=O)N1CCC(CC1)C1=NNC(=C1C1=CC=NC=N1)C1=CC=C(Cl)C=C1,0
2952,OC(=O)CC1=CNC2=CC=CC=C12,0
2953,OC(=O)C[C@H](NC(=O)CC1=CNC2=CC=CC=C12)C(O)=O,0
2954,CC(C)CN1C2=C(N=CN2)C(=O)N(C)C1=O,0
2955,OS(=O)(=O)OC1=CNC2=CC=CC=C12,1
2956,BrC1=CC=C(\C=C\CNCCNS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C=C1,0
2957,CC1CNCCN1S(=O)(=O)C1=C2C=CN=CC2=CC=C1,0
2958,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(Cl)C=C3)=C1C,0
2959,CCOC(=O)C1=CC=C(OCCC2CCN(CC2)C2=CC=C(C)N=N2)C=C1,0
2960,CN(C)CC1=CC=C(CSCCNC(=O)NC2=CC=C(C)C(Cl)=C2)O1,0
2961,CN([C@H]1CCN(C)C[C@H]1F)C(=O)N1CC(=C[C@@]1(CO)C1=CC=CC=C1)C1=C(F)C=CC(F)=C1,0
2962,C[C@H](NC(=O)[C@@H](CC(=O)NO)CC1=CC=CC=C1)C(O)=O,0
2963,[H][C@]1(N)CC(=CC[C@]1([H])C1=CC(F)=C(F)C=C1F)C(=O)N1CCN2C(C1)=NN=C2C(F)(F)F,0
2964,NS(=O)(=O)C1=C(Cl)C=CC(=C1)[C@@]1(O)NC(=O)C2=C1C=CC=C2,0
2965,NC1=NC=NC2=C1C(=NN2C1CCCC1)C1=CC2=C(NC=C2)N=C1,0
2966,[H][C@@]12CCC(=O)[C@@]1(C)C[C@@H](OC(C)=O)C1=C2C(=O)C2=C3C(=CO2)C(=O)O[C@H](COC)[C@]13C,0
2967,COC1=CC2=NC=CC(OCC3=NN=C4C=CC(=NN34)C3=CC=CC=C3)=C2C=C1,0
2968,[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/CC\C(C)=C/C(=O)O2)O1,0
2969,FC(F)(F)CN(CC(F)(F)F)C1=CC2=C(NC(=O)C=C2C(F)(F)F)C=C1,0
2970,COC1=CC=C(F)C(F)=C1C(=O)C1=CN=C(NC2CCN(CC2)S(C)(=O)=O)N=C1N,0
2971,ClC1=CC=CC(Cl)=C1C(=O)NC1=CNN=C1C(=O)NC1CCNCC1,0
2972,O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2,0
2973,CN(C)C1=CC2=[S+]C3=CC(=CC=C3N=C2C=C1)N(C)C,0
2974,CC1=CC(=O)OC2=C1C=CC(N)=C2,0
2975,CCOCN1C(=O)NC(=O)C(C(C)C)=C1CC1=CC=CC=C1,0
2976,CN(C)C1=CC=C(C=C1)\N=N\C1=CC=CC=C1C(O)=O,1
2977,CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,0
2978,CC1=C(SC(N)=N1)C1=N\C(=N/C2=CC=C(C=C2)N2CCOCC2)N=CC1,0
2979,OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC(O)=C(O)C(O)=C1,0
2980,CCCCCCCCCCCCCC(O)=O,0
2981,NC1=C2C=CC(=CC2=CC=C1)S(O)(=O)=O,1
2982,OS(=O)(=O)C1=CC2=CC=CC=C2C=C1,1
2983,OC(=O)C1=CC2=CC=C(C=C2C=C1)C(O)=O,0
2984,[H][C@](CC1=CC=CC=C1)(NC(=O)C(O)=O)C(O)=O,0
2985,OC1=C(C(=O)N(CCC2CC2)C2=C1C=C(F)C=C2)C1=NS(=O)(=O)C2=C(N1)C=CC=C2,0
2986,OC(=O)COC1=CC=CC2=CC=CC=C12,0
2987,[H]N(C1=CC(=CC=C1)[N+]([O-])=O)S(=O)(=O)C1=C(SC=C1)C(O)=O,0
2988,COC(=O)NC1=NC2=CC(=CC=C2N1)C(=O)C1=CC=CS1,0
2989,[H]N(CCO)C1=NC(N([H])C2=CC(Cl)=CC=C2)=C2N=CN(C(C)C)C2=N1,0
2990,OC(=O)CC1=CC(O)=CC=C1O,0
2991,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,0
2992,CN1C(=O)C(=CC2=CN=C(NC3=CC=CC(CO)=C3)N=C12)C1=C(Cl)C=CC=C1Cl,0
2993,CCCCCCCCCCCCCCCC(=O)SC[C@H](N)C(O)=O,0
2994,CCOCCOCCOCC,1
2995,N[C@@H](CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)C(O)=O,0
2996,[H][C@](N)(CC1=CC=CC=C1)C(=O)CCl,0
2997,[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCC(F)(F)C1)N1CCN(CC1)C1=NC=CC=N1,0
2998,CN1C=C(C(=N1)C1=CC=C(OCC2=NC3=CC=CC=C3C=C2)C=C1)C1=CC=NC=C1,0
2999,COC1=CC2=NC=NC(N3CC[C@H](C3)OC3=NC4=CC=CC=C4N=C3)=C2C=C1OC,0
3000,CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1,0
3001,OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1,0
3002,[H][C@]12C[C@@H]3O[C@@]1(C)C[C@@]1(C2)C=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)[C@]31[H],0
3003,C[C@H](SC1=NC(Cl)=CC(N)=N1)C1=CC2=C(OC=C2)C=N1,0
3004,[H][C@]1(O)C=C[C@](CC(=O)C(O)=O)(C=C1)C(O)=O,0
3005,COC1=CC=C(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)O[C@H]([C@@H]2O)N2C=NC3=C2N=CN=C3N(C)C)C=C1,0
3006,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1,1
3007,CCCCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1,0
3008,[H]/C(=C(/[H])\C(\C)=C(/[H])C(O)=O)/C(/[H])=C(\C)/C(/[H])=C(\[H])C1=C(C)C=C(O)C(C)=C1C,0
3009,NC1=CC=C2C(COC3=CC=C(Cl)C(OC4=CC(=CC(Cl)=C4)C#N)=C3)=NNC2=N1,0
3010,CNCC[C@@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,0
3011,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=CC(Cl)=C(Cl)C=C12,0
3012,COC1=CC(OC)=CC(NC(=N)NC(N)=N)=C1,0
3013,CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)=CC(C)=C1,0
3014,ONC(=O)C1(CS(=O)(=O)C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)CCOCC1,0
3015,CC(=O)C[C@H](C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,0
3016,CC(C)C1=C(SC2=CC(Cl)=CC(Cl)=C2)N(CC2=CC=NC=C2)C(COC(N)=O)=N1,0
3017,COC1=CC(O)=C2C(=O)C[C@H](OC2=C1)C1=CC=C(O)C=C1,0
3018,C[S@@](=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=NC=C1)C1=CC=C(F)C=C1,0
3019,CNCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,0
3020,ClC1=CC=C2CCNCC2=C1Cl,0
3021,[H][C@@](NC(=O)CC1=CC=CS1)(B(O)O)C1=CC(=CC=C1)C(O)=O,0
3022,CC1=NNC2=C1C=C(C=C2)C1=CC(OC[C@@H](N)CC2=CC=CC=C2)=CN=C1,0
3023,COC1=CC(\C=C\C(O)=O)=CC(OC)=C1O,0
3024,C(CN1CCCCC1)OC1=CC=C(C=C1)C1=CN2N=CC(=C2N=C1)C1=CC=NC=C1,0
3025,C[C@H]1CN2C(=S)NC3=CC(Cl)=CC(CN1CC=C(C)C)=C23,0
3026,[H]N1C(=S)N2C[C@H](C)N(CC=C(C)C)CC3=C(Cl)C=CC1=C23,0
3027,[H][Sn](CCCC)(CCCC)CCCC,1
3028,OC1=CC(Cl)=CC=C1OC1=C(Cl)C=C(Cl)C=C1,0
3029,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)CCC(O)=O,0
3030,ClC1=CC=C(CN2CCS\C2=N/C#N)C=N1,0
3031,[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)S(C)(=O)=O,0
3032,[H][C@](CS)(CC1=CC=CC=C1)C(=O)NCC(O)=O,0
3033,OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O,0
3034,[H][C@]1(CC=C(C)C)O[C@]1(C)[C@@]1([H])[C@]([H])(OC)[C@@]([H])(CC[C@]11CO1)OC(=O)NC(=O)CCl,0
3035,OC(=O)C(=O)\C=C\C1=CC=CC=C1O,0
3036,CC1=CC(C)=C(NC2=NC(NC3=CC=C(C=C3)C#N)=NC=C2)C(C)=C1,0
3037,NC(=O)CC1=CNC2=CC=CC=C12,0
3038,NCCC1=CNC2=CC=CC=C12,0
3039,OC1=CC=C(O)C2=C1C(=O)C1=C(C(O)=C(O)C=C1)C2=O,0
3040,CC1=C(C=CO1)C(=S)NC1=CC(\C=N\OC(C)(C)C)=C(Cl)C=C1,1
3041,OC(=O)CNC(=O)C1=C(O)C2=CC=CC=C2C(Cl)=N1,0
3042,CCCCCCCCCC(C)=O,1
3043,COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,0
3044,COC1=C(OC)C(=O)C(C\C=C(/C)CCC=C(C)C)=C(C)C1=O,0
3045,COC(=O)C1=CC(OC)=C(O)C=C1,0
3046,CC1=NOC(CCCCCOC2=C(Cl)C=C(C=C2Cl)C2=NCCO2)=C1,0
3047,CC[C@H]1COC(=N1)C1=CC=C(OCCCCCCCC2=CC(C)=NO2)C=C1,0
3048,C[C@@H]1COC(=N1)C1=CC=C(OCCCCCCCC2=CC(C)=NO2)C=C1,0
3049,[H][C@@](C)(O)C[C@]([H])(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,0
3050,[H][C@](C)(O)C[C@@]([H])(C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,0
3051,COC1=CC(=O)N(C)C2=C3OCOC3=CC=C12,0
3052,CN(C)C1=CC=C(C=C1)C(O)=O,1
3053,OC1=CC=C(CCNC(=O)\C=C\C2=CC(O)=C(O)C=C2)C=C1,0
3054,[H][C@@]1(CC[C@@H](CC1)C(=O)NC1=CC=NC=C1)[C@@H](C)N,0
3055,C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1,0
3056,CC(C)=CCNC1=NC=NC2=C1N=CN2,0
3057,OC(=O)CC1=NN(CC2=NC3=C(S2)C=CC(=C3)C(F)(F)F)C(=O)C2=C1C=CC=C2,0
3058,OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2,0
3059,CC1=CC(=O)OC2=CC=CC=C12,0
3060,CN(C(=O)C(Cl)Cl)C1=CC=C(O)C=C1,0
3061,CCOC(=O)C(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O,0
3062,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O,0
3063,O=C(OCCOCCN1CCCCC1)N1C2=CC=CC=C2SC2=C1N=CC=C2,0
3064,NC(=O)C1=CC=CC=C1O,0
3065,CC1=C(C)N=C(NS(=O)(=O)C2=CC=C(N)C=C2)O1,0
3066,C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1,0
3067,CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1,0
3068,CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1,0
3069,CC(CN1C2=CC=CC=C2SC2=C1N=CC=C2)N(C)C,0
3070,CC(C)C1=C(OCC2=NCCN2)C=C(C)C=C1,0
3071,[H][C@@]12CC[C@H](OC(=O)CCCCCCCCC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],0
3072,CNC(=S)NCCSCC1=C(C)NC=N1,0
3073,CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1,0
3074,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)(C)C)OC(=O)C1=CC=CC=C1,0
3075,CC1=CC(OCC(O)CNC(C)(C)C)=C(Cl)C=C1,0
3076,OC(=O)C(Cl)Cl,1
3077,CCOC1=CC(N)=C(C=C1C(=O)NC1CCN(CC2CCC=CC2)CC1)[N+]([O-])=O,0
3078,CCC1C2=CC(OC)=C(OC)C=C2C(=NN=C1C)C1=CC(OC)=C(OC)C=C1,0
3079,[H][C@@]12[C@H]3CC[C@H](C3)[C@]1([H])C(=O)N(C[C@@H]1CCCC[C@H]1CN1CCN(CC1)C1=NSC3=CC=CC=C13)C2=O,0
3080,CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1,0
3081,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,0
3082,CC(C)(C)C1=CC(=C(O)C=C1NC(=O)C1=CNC2=CC=CC=C2C1=O)C(C)(C)C,0
3083,CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NOC(=O)N1)C(=CC=C2)C(=O)OCC1=C(C)OC(=O)O1,0
3084,[H][C@]1(C[C@@]2([H])C=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC.[H][C@]1(C[C@@]2([H])C(C)=C[C@@]3([H])[C@]4([H])CC(=O)O[C@@]([H])(CC)CCC[C@]([H])(O[C@@]5([H])CC[C@]([H])(N(C)C)[C@@]([H])(C)O5)[C@@]([H])(C)C(=O)C4=C[C@@]3([H])[C@]2([H])C1)O[C@]1([H])O[C@@]([H])(C)[C@]([H])(OC)[C@@]([H])(OC)[C@@]1([H])OC,0
3085,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)C1=CC=C([123I])C=C1)C(=O)OC)N2CCCF,0
3086,CN1C=CC(=O)C(O)=C1C,0
3087,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1,0
3088,[H][C@](O)(CO)[C@@]1([H])OC(=O)C(=O)C1=O,0
3089,[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO,0
3090,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,0
3091,[H][C@@]12CC[C@H]([C@H](C)CCC(=O)NCCS(O)(=O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C[C@]2([H])C[C@H](O)CC[C@]12C,0
3092,CC(=O)N[C@@H](CC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O,0
3093,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1,0
3094,CC[N+](CC)(CC)CC,1
3095,NCCCCNC(N)=N,0
3096,CNC(=O)C1=CC=CN=C1,0
3097,CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,1
3098,OC(=O)CCC(=O)C(O)=O,0
3099,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2,0
3100,O[C@H]1CN[C@@H](C1)C(O)=O,0
3101,OC(=O)C1=CCCNC1,0
3102,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O,0
3103,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,0
3104,C[C@@H](OC1=CC(=CN=C1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,0
3105,CN(C)C1=CC=C(C=C1)[C@H]1C[C@@]2(C)[C@@H](CC[C@]2(O)C(C)=O)[C@@H]2CCC3=CC(=O)CCC3=C12,0
3106,CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1,0
3107,[H][C@@]12CC(=C)[C@]([H])(CC[C@@]3([H])C[C@@H](C)C(=C)[C@@]([H])(C[C@]4([H])O[C@H](C[C@H](O)CN)[C@H](OC)[C@@]4([H])CC(=O)C[C@@]4([H])CC[C@]5([H])O[C@@]6([H])[C@H]7O[C@@]8(C[C@]7([H])O[C@@]6([H])[C@@]([H])(O8)[C@@]5([H])O4)CC1)O3)O2,0
3108,[H][C@]12CN([C@H](C(=O)NC(CC3CCC3)C(=O)C(N)=O)[C@@]1([H])C2(C)C)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,0
3109,[H][C@@]1(O[C@@H]2[C@@H](CC)\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]3O[C@H](C)[C@@H](OC(=O)C4=C(CC)C(Cl)=C(O)C(Cl)=C4O)[C@H](O)[C@@H]3OC)\C(=O)O[C@@H](C\C=C(/C)\C=C2/C)[C@@H](C)O)OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O,0
3110,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,0
3111,NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1,0
3112,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,0
3113,CC#CCN1C(=NC2=C1C(=O)N(CC1=NC3=C(C=CC=C3)C(C)=N1)C(=O)N2C)N1CCC[C@@H](N)C1,0
3114,[Gd+3].[H][C@@](CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)(CC1=CC=C(OCC)C=C1)N(CC(O)=O)CC(O)=O,0
3115,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,1
3116,CC(C)C[C@H](NC(=O)[C@H](CCC1=CC=CC=C1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,0
3117,[H][C@]1(CSSC[C@]2([H])NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@@H]3CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CSSC[C@H](N)C(=O)N3)NC2=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,0
3118,NC1=NC(CC(=O)NC2=CC=C(CCNC[C@H](O)C3=CC=CC=C3)C=C2)=CS1,0
3119,C[C@@H]1CCN(C[C@@H]1N(C)C1=NC=NC2=C1C=CN2)C(=O)CC#N,0
3120,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,0
3121,OC(C(=O)O[C@H]1C[N+]2(CCCOC3=CC=CC=C3)CCC1CC2)(C1=CC=CS1)C1=CC=CS1,0
3122,CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F,0
3123,CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1,0
